	genome_id	genome_name	accession	annotation	feature_type	gene_id	start	end	strand	na_length	gene	product	ec	refseq_locus_tag
3541	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_51	PROKKA	CDS	1280pt26024_01771	13365	14540	+	1175	dltD	Protein DltD		1280pt26024_01771
3543	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_51	PROKKA	CDS	1280pt26024_01772	15044	14802	-	242	nfuA	Fe/S biogenesis protein NfuA		1280pt26024_01772
3545	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_51	PROKKA	CDS	1280pt26024_01773	15145	15468	+	323		hypothetical protein		1280pt26024_01773
3547	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_51	PROKKA	CDS	1280pt26024_01774	16592	15528	-	1064	yjlD	NADH dehydrogenase-like protein YjlD	1.6.99.-	1280pt26024_01774
3549	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_51	PROKKA	CDS	1280pt26024_01775	16909	17145	+	236		hypothetical protein		1280pt26024_01775
3551	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_51	PROKKA	CDS	1280pt26024_01776	17158	17517	+	359		Protein		1280pt26024_01776
3553	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01777	587	3541	+	2954		Putative formate dehydrogenase	1.17.1.9	1280pt26024_01777
3555	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01778	3541	4014	+	473		hypothetical protein		1280pt26024_01778
3557	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01779	4308	4541	+	233		hypothetical protein		1280pt26024_01779
3559	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01780	4563	5339	+	776	atl_2	Bifunctional autolysin		1280pt26024_01780
3561	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01781	5948	7072	+	1124	auaG	Aurachin C monooxygenase/isomerase	1.14.13.222	1280pt26024_01781
3563	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01782	8117	7164	-	953		Putative 2-hydroxyacid dehydrogenase	1.1.1.-	1280pt26024_01782
3565	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01783	8967	8476	-	491		hypothetical protein		1280pt26024_01783
3567	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01784	9626	9204	-	422		hypothetical protein		1280pt26024_01784
3569	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01785	9874	10956	+	1082	odh	Opine dehydrogenase	1.5.1.28	1280pt26024_01785
3571	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01786	11054	12451	+	1397	mleN_2	Malate-2H(+)/Na(+)-lactate antiporter		1280pt26024_01786
3573	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01787	13697	12888	-	809	ssaA2	Staphylococcal secretory antigen ssaA2		1280pt26024_01787
3575	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01788	14307	16262	+	1955	rhaS_2	HTH-type transcriptional activator RhaS		1280pt26024_01788
3577	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01789	16288	17031	+	743		hypothetical protein		1280pt26024_01789
3579	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_52	PROKKA	CDS	1280pt26024_01790	17095	17421	+	326		hypothetical protein		1280pt26024_01790
3581	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_53	PROKKA	CDS	1280pt26024_01791	962	147	-	815	frdB	Fumarate reductase iron-sulfur subunit	1.3.5.1	1280pt26024_01791
3583	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_53	PROKKA	CDS	1280pt26024_01792	2728	962	-	1766	frdA	Fumarate reductase flavoprotein subunit	1.3.5.4	1280pt26024_01792
3585	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_53	PROKKA	CDS	1280pt26024_01793	3394	2780	-	614	sdhC	Succinate dehydrogenase cytochrome b558 subunit		1280pt26024_01793
3587	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_53	PROKKA	CDS	1280pt26024_01794	5499	3718	-	1781	uvrC	UvrABC system protein C		1280pt26024_01794
3589	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_53	PROKKA	CDS	1280pt26024_01795	6137	5823	-	314	trxA	Thioredoxin		1280pt26024_01795
3591	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_53	PROKKA	CDS	1280pt26024_01796	8658	6310	-	2348	mutS2	Endonuclease MutS2	3.1.-.-	1280pt26024_01796
3593	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_53	PROKKA	CDS	1280pt26024_01797	10380	8668	-	1712	polX	DNA polymerase/3'-5' exonuclease PolX		1280pt26024_01797
3595	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_53	PROKKA	CDS	1280pt26024_01798	10974	10453	-	521		hypothetical protein		1280pt26024_01798
3597	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_53	PROKKA	CDS	1280pt26024_01799	11241	10975	-	266	zapA	Cell division protein ZapA		1280pt26024_01799
3599	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_53	PROKKA	CDS	1280pt26024_01800	11566	12555	+	989	rnhC	Ribonuclease HIII	3.1.26.4	1280pt26024_01800
3601	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_53	PROKKA	CDS	1280pt26024_01801	15259	12857	-	2402	pheT	Phenylalanine--tRNA ligase beta subunit	6.1.1.20	1280pt26024_01801
3603	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_53	PROKKA	CDS	1280pt26024_01802	16317	15259	-	1058	pheS	Phenylalanine--tRNA ligase alpha subunit	6.1.1.20	1280pt26024_01802
3605	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_53	PROKKA	CDS	1280pt26024_01803	17438	16698	-	740		Putative TrmH family tRNA/rRNA methyltransferase	2.1.1.-	1280pt26024_01803
3607	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01804	5386	737	-	4649		hypothetical protein		1280pt26024_01804
3609	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01805	6070	5624	-	446		hypothetical protein		1280pt26024_01805
3611	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01806	7088	6135	-	953		hypothetical protein		1280pt26024_01806
3613	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01807	7470	7081	-	389		hypothetical protein		1280pt26024_01807
3615	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01808	7844	7467	-	377		hypothetical protein		1280pt26024_01808
3617	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01809	8176	7844	-	332		hypothetical protein		1280pt26024_01809
3619	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01810	8498	8166	-	332		hypothetical protein		1280pt26024_01810
3621	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01811	8665	8507	-	158		hypothetical protein		1280pt26024_01811
3623	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01812	9937	8702	-	1235		hypothetical protein		1280pt26024_01812
3625	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01813	11040	10024	-	1016		hypothetical protein		1280pt26024_01813
3627	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01814	12283	11027	-	1256		hypothetical protein		1280pt26024_01814
3629	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01815	12489	12286	-	203		hypothetical protein		1280pt26024_01815
3631	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01816	14197	12503	-	1694		hypothetical protein		1280pt26024_01816
3633	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01817	14490	14197	-	293		hypothetical protein		1280pt26024_01817
3635	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01818	15126	14761	-	365		hypothetical protein		1280pt26024_01818
3637	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01819	15585	15133	-	452		hypothetical protein		1280pt26024_01819
3639	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01820	16161	15700	-	461		hypothetical protein		1280pt26024_01820
3641	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01821	16387	16184	-	203		hypothetical protein		1280pt26024_01821
3643	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01822	17034	16384	-	650		hypothetical protein		1280pt26024_01822
3645	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_54	PROKKA	CDS	1280pt26024_01823	17193	17041	-	152		hypothetical protein		1280pt26024_01823
3647	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01824	40	633	+	593	hin	DNA-invertase hin		1280pt26024_01824
3649	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01825	605	2047	+	1442		hypothetical protein		1280pt26024_01825
3651	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01826	2040	2855	+	815		ISNCY family transposase ISBli29		1280pt26024_01826
3653	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01827	3301	4143	+	842	ytnP	putative quorum-quenching lactonase YtnP	3.1.1.-	1280pt26024_01827
3655	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01828	4581	4267	-	314		hypothetical protein		1280pt26024_01828
3657	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01829	4665	5741	+	1076	pepA_2	Glutamyl aminopeptidase	3.4.11.7	1280pt26024_01829
3659	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01830	5806	6117	+	311	ytpP	Thioredoxin-like protein YtpP		1280pt26024_01830
3661	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01831	6217	7074	+	857		hypothetical protein		1280pt26024_01831
3663	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01832	7103	7741	+	638		hypothetical protein		1280pt26024_01832
3665	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01833	7762	11586	+	3824		hypothetical protein		1280pt26024_01833
3667	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01834	11610	12923	+	1313	murC	UDP-N-acetylmuramate--L-alanine ligase	6.3.2.8	1280pt26024_01834
3669	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01835	12997	13488	+	491		hypothetical protein		1280pt26024_01835
3671	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01836	13562	14752	+	1190		hypothetical protein		1280pt26024_01836
3673	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_55	PROKKA	CDS	1280pt26024_01837	15446	16537	+	1091	aroA_2	Protein AroA(G)		1280pt26024_01837
3675	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_56	PROKKA	CDS	1280pt26024_01838	936	325	-	611		hypothetical protein		1280pt26024_01838
3677	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_56	PROKKA	CDS	1280pt26024_01839	1487	2764	+	1277	sauU	putative sulfoacetate transporter SauU		1280pt26024_01839
3679	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_56	PROKKA	CDS	1280pt26024_01840	3241	5064	+	1823		hypothetical protein		1280pt26024_01840
3681	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_56	PROKKA	CDS	1280pt26024_01841	5203	5619	+	416		hypothetical protein		1280pt26024_01841
3683	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_56	PROKKA	CDS	1280pt26024_01842	5850	6542	+	692	ywaC	GTP pyrophosphokinase YwaC	2.7.6.5	1280pt26024_01842
3685	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_56	PROKKA	CDS	1280pt26024_01843	6707	7438	+	731		hypothetical protein		1280pt26024_01843
3687	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_56	PROKKA	CDS	1280pt26024_01844	7625	8305	+	680		hypothetical protein		1280pt26024_01844
3689	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_56	PROKKA	CDS	1280pt26024_01845	8330	9883	+	1553	xylB	Xylulose kinase	2.7.1.17	1280pt26024_01845
3691	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_56	PROKKA	CDS	1280pt26024_01846	10000	11358	+	1358	gntT	High-affinity gluconate transporter		1280pt26024_01846
3693	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_56	PROKKA	CDS	1280pt26024_01847	11826	14723	+	2897	fnbA	Fibronectin-binding protein A		1280pt26024_01847
3695	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_56	PROKKA	CDS	1280pt26024_01848	14903	15769	+	866	gtaB	UTP--glucose-1-phosphate uridylyltransferase	2.7.7.9	1280pt26024_01848
3697	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_56	PROKKA	CDS	1280pt26024_01849	16204	15896	-	308		hypothetical protein		1280pt26024_01849
3699	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_56	PROKKA	CDS	1280pt26024_01850	16614	16348	-	266		hypothetical protein		1280pt26024_01850
3701	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01851	740	204	-	536		hypothetical protein		1280pt26024_01851
3703	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01852	1837	1427	-	410		hypothetical protein		1280pt26024_01852
3705	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01853	3718	3566	-	152		hypothetical protein		1280pt26024_01853
3707	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01854	4599	4240	-	359		hypothetical protein		1280pt26024_01854
3709	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01855	5463	4618	-	845	qorB	Quinone oxidoreductase 2	1.6.5.2	1280pt26024_01855
3711	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01856	5935	6615	+	680	ssl1	Staphylococcal superantigen-like 1	3.4.21.-	1280pt26024_01856
3713	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01857	6898	7599	+	701	ssl4_1	Staphylococcal superantigen-like 4		1280pt26024_01857
3715	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01858	7887	8918	+	1031	ssl4_2	Staphylococcal superantigen-like 4		1280pt26024_01858
3717	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01859	9265	10242	+	977	ssl3	Staphylococcal superantigen-like 3		1280pt26024_01859
3719	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01860	10603	11307	+	704	ssl5	Staphylococcal superantigen-like 5		1280pt26024_01860
3721	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01861	11754	12449	+	695	ssl7_1	Staphylococcal superantigen-like 7		1280pt26024_01861
3723	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01862	12790	13488	+	698	ssl7_2	Staphylococcal superantigen-like 7		1280pt26024_01862
3725	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01863	13851	14534	+	683		Staphylococcal superantigen-like 10		1280pt26024_01863
3727	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_57	PROKKA	CDS	1280pt26024_01864	14796	16352	+	1556	hsdM	Type I restriction enzyme EcoKI M protein	2.1.1.72	1280pt26024_01864
3729	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01865	407	51	-	356	essG_1	Type VII secretion system protein EsaG		1280pt26024_01865
3731	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01866	918	418	-	500	essG_2	Type VII secretion system protein EsaG		1280pt26024_01866
3733	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01867	1429	929	-	500	essG_3	Type VII secretion system protein EsaG		1280pt26024_01867
3735	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01868	1779	1561	-	218		hypothetical protein		1280pt26024_01868
3737	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01869	2543	1956	-	587		hypothetical protein		1280pt26024_01869
3739	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01870	3025	2567	-	458		hypothetical protein		1280pt26024_01870
3741	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01871	3473	3018	-	455		hypothetical protein		1280pt26024_01871
3743	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01872	4117	3473	-	644		hypothetical protein		1280pt26024_01872
3745	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01873	5803	4133	-	1670		hypothetical protein		1280pt26024_01873
3747	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01874	6220	5825	-	395		hypothetical protein		1280pt26024_01874
3749	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01875	6509	6243	-	266		hypothetical protein		1280pt26024_01875
3751	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01876	10777	6512	-	4265	essC_1	Type VII secretion system protein EssC		1280pt26024_01876
3753	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01877	10960	10823	-	137	essC_2	Type VII secretion system protein EssC		1280pt26024_01877
3755	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01878	12316	10982	-	1334	essB	Type VII secretion system protein EssB		1280pt26024_01878
3757	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01879	12571	12329	-	242	esaB	Type VII secretion system accessory factor EsaB		1280pt26024_01879
3759	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01880	13001	12543	-	458		hypothetical protein		1280pt26024_01880
3761	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_58	PROKKA	CDS	1280pt26024_01881	16030	13001	-	3029	esaA	Type VII secretion system accessory factor EsaA		1280pt26024_01881
3763	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_59	PROKKA	CDS	1280pt26024_01882	1080	79	-	1001	argH_2	Argininosuccinate lyase	4.3.2.1	1280pt26024_01882
3765	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_59	PROKKA	CDS	1280pt26024_01883	2275	1070	-	1205	argG	Argininosuccinate synthase	6.3.4.5	1280pt26024_01883
3767	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_59	PROKKA	CDS	1280pt26024_01884	2626	3957	+	1331	pgi	Glucose-6-phosphate isomerase	5.3.1.9	1280pt26024_01884
3769	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_59	PROKKA	CDS	1280pt26024_01885	4283	4858	+	575	ydjZ	TVP38/TMEM64 family inner membrane protein YdjZ		1280pt26024_01885
3771	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_59	PROKKA	CDS	1280pt26024_01886	4863	5387	+	524	spsB_1	Signal peptidase IB	3.4.21.89	1280pt26024_01886
3773	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_59	PROKKA	CDS	1280pt26024_01887	5403	5978	+	575	spsB_2	Signal peptidase IB	3.4.21.89	1280pt26024_01887
3775	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_59	PROKKA	CDS	1280pt26024_01888	6138	9614	+	3476	addB	ATP-dependent helicase/deoxyribonuclease subunit B	3.1.-.-	1280pt26024_01888
3777	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_59	PROKKA	CDS	1280pt26024_01889	9615	13268	+	3653	addA	ATP-dependent helicase/nuclease subunit A	3.1.-.-	1280pt26024_01889
3779	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_59	PROKKA	CDS	1280pt26024_01890	13434	14336	+	902		putative protein		1280pt26024_01890
3781	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_59	PROKKA	CDS	1280pt26024_01891	14662	15051	+	389		hypothetical protein		1280pt26024_01891
3783	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_60	PROKKA	CDS	1280pt26024_01892	1582	602	-	980		hypothetical protein		1280pt26024_01892
3785	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_60	PROKKA	CDS	1280pt26024_01893	1681	3093	+	1412	norG	HTH-type transcriptional regulator NorG		1280pt26024_01893
3787	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_60	PROKKA	CDS	1280pt26024_01894	3779	4474	+	695	bcrA_2	Bacitracin transport ATP-binding protein BcrA		1280pt26024_01894
3789	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_60	PROKKA	CDS	1280pt26024_01895	4476	5246	+	770		hypothetical protein		1280pt26024_01895
3791	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_60	PROKKA	CDS	1280pt26024_01896	5751	7715	+	1964	fbp	Fructose-1,6-bisphosphatase class 3	3.1.3.11	1280pt26024_01896
3793	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_60	PROKKA	CDS	1280pt26024_01897	8059	9138	+	1079		hypothetical protein		1280pt26024_01897
3795	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_60	PROKKA	CDS	1280pt26024_01898	9836	9243	-	593	mhqD	Putative hydrolase MhqD	3.1.-.-	1280pt26024_01898
3797	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_60	PROKKA	CDS	1280pt26024_01899	10826	9858	-	968	mhqA_3	Putative ring-cleaving dioxygenase MhqA	1.13.11.-	1280pt26024_01899
3799	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_60	PROKKA	CDS	1280pt26024_01900	11338	10904	-	434	mhqR	HTH-type transcriptional regulator MhqR		1280pt26024_01900
3801	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_60	PROKKA	CDS	1280pt26024_01901	11564	11848	+	284	yjdJ	putative protein YjdJ		1280pt26024_01901
3803	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_60	PROKKA	CDS	1280pt26024_01902	12023	12829	+	806	catE_2	Catechol-2,3-dioxygenase	1.13.11.2	1280pt26024_01902
3805	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_60	PROKKA	CDS	1280pt26024_01903	13621	12950	-	671		Putative NAD(P)H nitroreductase	1.-.-.-	1280pt26024_01903
3807	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_60	PROKKA	CDS	1280pt26024_01904	13891	14883	+	992	ldhD_2	D-lactate dehydrogenase	1.1.1.28	1280pt26024_01904
3809	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_61	PROKKA	CDS	1280pt26024_01905	470	1279	+	809	ecfA1	Energy-coupling factor transporter ATP-binding protein EcfA1	7.-.-.-	1280pt26024_01905
3811	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_61	PROKKA	CDS	1280pt26024_01906	1276	2136	+	860	ecfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	3.6.3.-	1280pt26024_01906
3813	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_61	PROKKA	CDS	1280pt26024_01907	2126	2932	+	806	ecfT_2	Energy-coupling factor transporter transmembrane protein EcfT		1280pt26024_01907
3815	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_61	PROKKA	CDS	1280pt26024_01908	2937	3731	+	794	truA	tRNA pseudouridine synthase A	5.4.99.12	1280pt26024_01908
3817	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_61	PROKKA	CDS	1280pt26024_01909	3980	4417	+	437	rplM	50S ribosomal protein L13		1280pt26024_01909
3819	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_61	PROKKA	CDS	1280pt26024_01910	4431	4829	+	398	rpsI	30S ribosomal protein S9		1280pt26024_01910
3821	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_61	PROKKA	CDS	1280pt26024_01911	5178	6614	+	1436		hypothetical protein		1280pt26024_01911
3823	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_61	PROKKA	CDS	1280pt26024_01912	8344	10008	+	1664	alsS	Acetolactate synthase	2.2.1.6	1280pt26024_01912
3825	1280pt26024	1280pt26024	1280pt26024_gnl|P21|1280pt26024_61	PROKKA	CDS	1280pt26024_01913	10045	10749	+	704	aldC_2	Alpha-acetolactate decarboxylase	4.1.1.5	1280pt26024_01913
