	genome_id	genome_name	accession	annotation	feature_type	gene_id	start	end	strand	na_length	gene	product	ec	refseq_locus_tag
4337	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02169	2297038	2296265	-	773		hypothetical protein		1280pt3350_02169
4339	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02170	2298303	2297167	-	1136		hypothetical protein		1280pt3350_02170
4341	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02171	2299095	2298304	-	791		hypothetical protein		1280pt3350_02171
4343	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02172	2299401	2299108	-	293		hypothetical protein		1280pt3350_02172
4345	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02173	2300495	2299398	-	1097		hypothetical protein		1280pt3350_02173
4347	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02174	2301438	2301040	-	398	rpsI	30S ribosomal protein S9		1280pt3350_02174
4349	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02175	2301889	2301452	-	437	rplM	50S ribosomal protein L13		1280pt3350_02175
4351	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02176	2302932	2302129	-	803	truA	tRNA pseudouridine synthase A	5.4.99.12	1280pt3350_02176
4353	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02177	2303743	2302937	-	806	ecfT_2	Energy-coupling factor transporter transmembrane protein EcfT		1280pt3350_02177
4355	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02178	2304593	2303733	-	860	ecfA2	Energy-coupling factor transporter ATP-binding protein EcfA2	3.6.3.-	1280pt3350_02178
4357	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02179	2305399	2304590	-	809	ecfA1	Energy-coupling factor transporter ATP-binding protein EcfA1	7.-.-.-	1280pt3350_02179
4359	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02180	2306305	2305937	-	368	rplQ	50S ribosomal protein L17		1280pt3350_02180
4361	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02181	2307266	2306322	-	944	rpoA	DNA-directed RNA polymerase subunit alpha	2.7.7.6	1280pt3350_02181
4363	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02182	2307730	2307341	-	389	rpsK	30S ribosomal protein S11		1280pt3350_02182
4365	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02183	2308118	2307747	-	371	rpsM	30S ribosomal protein S13		1280pt3350_02183
4367	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02184	2308254	2308141	-	113	rpmJ	50S ribosomal protein L36		1280pt3350_02184
4369	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02185	2308504	2308286	-	218	infA	Translation initiation factor IF-1		1280pt3350_02185
4371	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02186	2309344	2308697	-	647	adk	Adenylate kinase	2.7.4.3	1280pt3350_02186
4373	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02187	2310653	2309361	-	1292	secY_1	Protein translocase subunit SecY		1280pt3350_02187
4375	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02188	2311093	2310653	-	440	rplO	50S ribosomal protein L15		1280pt3350_02188
4377	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02189	2311289	2311110	-	179	rpmD	50S ribosomal protein L30		1280pt3350_02189
4379	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02190	2311806	2311306	-	500	rpsE	30S ribosomal protein S5		1280pt3350_02190
4381	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02191	2312186	2311827	-	359	rplR	50S ribosomal protein L18		1280pt3350_02191
4383	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02192	2312753	2312217	-	536	rplF	50S ribosomal protein L6		1280pt3350_02192
4385	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02193	2313176	2312778	-	398	rpsH	30S ribosomal protein S8		1280pt3350_02193
4387	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02194	2313393	2313208	-	185	rpsZ	30S ribosomal protein S14 type Z		1280pt3350_02194
4389	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02195	2313955	2313416	-	539	rplE	50S ribosomal protein L5		1280pt3350_02195
4391	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02196	2314299	2313982	-	317	rplX	50S ribosomal protein L24		1280pt3350_02196
4393	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02197	2314703	2314335	-	368	rplN	50S ribosomal protein L14		1280pt3350_02197
4395	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02198	2314998	2314735	-	263	rpsQ	30S ribosomal protein S17		1280pt3350_02198
4397	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02199	2315231	2315022	-	209	rpmC	50S ribosomal protein L29		1280pt3350_02199
4399	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02200	2315655	2315221	-	434	rplP	50S ribosomal protein L16		1280pt3350_02200
4401	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02201	2316311	2315658	-	653	rpsC	30S ribosomal protein S3		1280pt3350_02201
4403	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02202	2316688	2316335	-	353	rplV	50S ribosomal protein L22		1280pt3350_02202
4405	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02203	2316995	2316717	-	278	rpsS	30S ribosomal protein S19		1280pt3350_02203
4407	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02204	2317895	2317062	-	833	rplB	50S ribosomal protein L2		1280pt3350_02204
4409	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02205	2318203	2317928	-	275	rplW	50S ribosomal protein L23		1280pt3350_02205
4411	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02206	2318826	2318203	-	623	rplD	50S ribosomal protein L4		1280pt3350_02206
4413	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02207	2319515	2318853	-	662	rplC	50S ribosomal protein L3		1280pt3350_02207
4415	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02208	2319851	2319543	-	308	rpsJ	30S ribosomal protein S10		1280pt3350_02208
4417	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02209	2320208	2320597	+	389		hypothetical protein		1280pt3350_02209
4419	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02210	2322123	2320789	-	1334	pbuG	Guanine/hypoxanthine permease PbuG		1280pt3350_02210
4421	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02211	2324371	2322236	-	2135	topB	DNA topoisomerase 3	5.6.2.1	1280pt3350_02211
4423	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02212	2324558	2325445	+	887		hypothetical protein		1280pt3350_02212
4425	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02213	2325626	2326489	+	863	glcU_2	putative glucose uptake protein GlcU		1280pt3350_02213
4427	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02214	2327816	2326908	-	908		hypothetical protein		1280pt3350_02214
4429	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02215	2327949	2328113	+	164		hypothetical protein		1280pt3350_02215
4431	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02216	2328358	2328675	+	317		hypothetical protein		1280pt3350_02216
4433	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02217	2332029	2328862	-	3167	swrC	Swarming motility protein SwrC		1280pt3350_02217
4435	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02218	2333411	2332146	-	1265	femX	Lipid II:glycine glycyltransferase	2.3.2.16	1280pt3350_02218
4437	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02219	2333800	2334051	+	251		hypothetical protein		1280pt3350_02219
4439	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02220	2334807	2334043	-	764		hypothetical protein		1280pt3350_02220
4441	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02221	2334969	2335409	+	440		putative HTH-type transcriptional regulator		1280pt3350_02221
4443	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02222	2335402	2336613	+	1211	yfcJ	putative MFS-type transporter YfcJ		1280pt3350_02222
4445	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02223	2337065	2336715	-	350	sarV	HTH-type transcriptional regulator SarV		1280pt3350_02223
4448	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02224	2338778	2337756	-	1022	moaA	GTP 3',8-cyclase	4.1.99.22	1280pt3350_02224
4450	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02225	2339397	2338798	-	599	mobA	putative molybdenum cofactor guanylyltransferase	2.7.7.77	1280pt3350_02225
4452	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02226	2339637	2339404	-	233	moaD	Molybdopterin synthase sulfur carrier subunit		1280pt3350_02226
4454	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02227	2340089	2339643	-	446	moaE	Molybdopterin synthase catalytic subunit	2.8.1.12	1280pt3350_02227
4456	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02228	2340588	2340103	-	485		hypothetical protein		1280pt3350_02228
4458	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02229	2341844	2340585	-	1259	moeA	Molybdopterin molybdenumtransferase	2.10.1.1	1280pt3350_02229
4460	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	tRNA	1280pt3350_02230	2342145	2342053	-	92		tRNA-Gln(ttg)		1280pt3350_02230
4462	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02231	2342909	2342403	-	506	moaB	Molybdenum cofactor biosynthesis protein B		1280pt3350_02231
4464	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02232	2343944	2342940	-	1004		hypothetical protein		1280pt3350_02232
4466	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02233	2344719	2344114	-	605	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	7.3.2.3	1280pt3350_02233
4468	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02234	2345391	2344720	-	671	modB	Molybdenum transport system permease protein ModB		1280pt3350_02234
4470	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02235	2346187	2345405	-	782	modA	Molybdate-binding protein ModA		1280pt3350_02235
4472	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02236	2346477	2347274	+	797	fdhD	Sulfur carrier protein FdhD		1280pt3350_02236
4474	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02237	2348216	2347446	-	770		hypothetical protein		1280pt3350_02237
4476	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02238	2348842	2348288	-	554	bioY	Biotin transporter BioY		1280pt3350_02238
4478	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02239	2349904	2348963	-	941	rihB	Pyrimidine-specific ribonucleoside hydrolase RihB	3.2.2.8	1280pt3350_02239
4480	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02240	2351211	2350303	-	908	fhuD_2	Iron(3+)-hydroxamate-binding protein FhuD		1280pt3350_02240
4482	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02241	2352579	2351425	-	1154	ydbM	Putative acyl-CoA dehydrogenase YdbM	1.3.99.-	1280pt3350_02241
4484	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02242	2353701	2352796	-	905		Urea transporter		1280pt3350_02242
4486	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02243	2353961	2354263	+	302	ureA	Urease subunit gamma	3.5.1.5	1280pt3350_02243
4488	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02244	2354277	2354687	+	410	ureB	Urease subunit beta	3.5.1.5	1280pt3350_02244
4490	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02245	2354684	2356399	+	1715	ureC	Urease subunit alpha	3.5.1.5	1280pt3350_02245
4492	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02246	2356412	2356864	+	452	ureE	Urease accessory protein UreE		1280pt3350_02246
4494	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02247	2356857	2357546	+	689	ureF	Urease accessory protein UreF		1280pt3350_02247
4496	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02248	2357559	2358173	+	614	ureG	Urease accessory protein UreG		1280pt3350_02248
4498	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02249	2358173	2359009	+	836	ureD1	Urease accessory protein UreD		1280pt3350_02249
4500	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02250	2359545	2359198	-	347	sarR	HTH-type transcriptional regulator SarR		1280pt3350_02250
4502	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02251	2360299	2359973	-	326		hypothetical protein		1280pt3350_02251
4504	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02252	2361106	2360363	-	743		hypothetical protein		1280pt3350_02252
4506	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02253	2363087	2361132	-	1955	rhaS	HTH-type transcriptional activator RhaS		1280pt3350_02253
4508	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02254	2363697	2364500	+	803	ssaA2	Staphylococcal secretory antigen ssaA2		1280pt3350_02254
4510	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02255	2366330	2364933	-	1397	mleN_1	Malate-2H(+)/Na(+)-lactate antiporter		1280pt3350_02255
4512	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02256	2367510	2366428	-	1082	odh	Opine dehydrogenase	1.5.1.28	1280pt3350_02256
4514	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02257	2367758	2368180	+	422		hypothetical protein		1280pt3350_02257
4516	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02258	2368416	2368916	+	500		hypothetical protein		1280pt3350_02258
4518	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02259	2369278	2370231	+	953		Putative 2-hydroxyacid dehydrogenase	1.1.1.-	1280pt3350_02259
4520	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02260	2371447	2370323	-	1124	auaG	Aurachin C monooxygenase/isomerase	1.14.13.222	1280pt3350_02260
4522	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02261	2372534	2371758	-	776	atl_3	Bifunctional autolysin		1280pt3350_02261
4524	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02262	2372789	2372556	-	233		hypothetical protein		1280pt3350_02262
4526	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02263	2373490	2373017	-	473		hypothetical protein		1280pt3350_02263
4528	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02264	2376528	2373490	-	3038		Putative formate dehydrogenase	1.17.1.9	1280pt3350_02264
4530	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02265	2377993	2377046	-	947	tagU_2	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU	2.7.8.-	1280pt3350_02265
4532	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02266	2378923	2378126	-	797	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	3.1.3.7	1280pt3350_02266
4534	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02267	2379308	2380000	+	692		hypothetical protein		1280pt3350_02267
4536	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02268	2381384	2380647	-	737		hypothetical protein		1280pt3350_02268
4538	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02269	2381433	2381762	+	329		hypothetical protein		1280pt3350_02269
4540	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02270	2382207	2383079	+	872	ybbH_3	putative HTH-type transcriptional regulator YbbH		1280pt3350_02270
4542	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02271	2384845	2383466	-	1379	yifK	putative transport protein YifK		1280pt3350_02271
4544	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02272	2385124	2385480	+	356		hypothetical protein		1280pt3350_02272
4546	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02273	2385477	2385662	+	185		hypothetical protein		1280pt3350_02273
4548	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02274	2385946	2385758	-	188		hypothetical protein		1280pt3350_02274
4550	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02275	2386595	2385960	-	635		Phosphorylated carbohydrates phosphatase	3.1.3.-	1280pt3350_02275
4552	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02276	2387587	2386670	-	917	panS	Pantothenate precursors transporter PanS		1280pt3350_02276
4554	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02277	2387855	2388385	+	530		hypothetical protein		1280pt3350_02277
4556	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02278	2390055	2388451	-	1604	malP	PTS system maltose-specific EIICB component		1280pt3350_02278
4558	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02279	2390385	2391149	+	764	glvR	HTH-type transcriptional regulator GlvR		1280pt3350_02279
4560	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02280	2391713	2391207	-	506		hypothetical protein		1280pt3350_02280
4562	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02281	2393193	2391880	-	1313	mleN_2	Malate-2H(+)/Na(+)-lactate antiporter		1280pt3350_02281
4564	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02282	2393987	2393418	-	569		hypothetical protein		1280pt3350_02282
4566	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02283	2395355	2394474	-	881	yghA	putative oxidoreductase YghA	1.-.-.-	1280pt3350_02283
4568	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02284	2396587	2395466	-	1121	scmP_4	N-acetylcysteine deacetylase	3.5.1.-	1280pt3350_02284
4570	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02285	2398102	2396864	-	1238	hutI	Imidazolonepropionase	3.5.2.7	1280pt3350_02285
4572	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02286	2399763	2398102	-	1661	hutU	Urocanate hydratase	4.2.1.49	1280pt3350_02286
4574	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02287	2399923	2400807	+	884	hdfR_3	HTH-type transcriptional regulator HdfR		1280pt3350_02287
4576	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02288	2401229	2401648	+	419	fosB	Metallothiol transferase FosB	2.5.1.-	1280pt3350_02288
4578	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02289	2402839	2401904	-	935	hutG	Formimidoylglutamase	3.5.3.8	1280pt3350_02289
4580	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02290	2403129	2404388	+	1259	lyrA	Lysostaphin resistance protein A		1280pt3350_02290
4582	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02291	2405140	2404454	-	686	rpiA	Ribose-5-phosphate isomerase A	5.3.1.6	1280pt3350_02291
4584	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02292	2405314	2405967	+	653	yiiM	Protein YiiM		1280pt3350_02292
4586	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02293	2407222	2406203	-	1019	mro	Aldose 1-epimerase	5.1.3.3	1280pt3350_02293
4588	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02294	2407578	2407252	-	326		hypothetical protein		1280pt3350_02294
4590	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02295	2409028	2407796	-	1232	yhaP	putative protein YhaP		1280pt3350_02295
4592	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02296	2409920	2409021	-	899	lnrL_3	Linearmycin resistance ATP-binding protein LnrL	3.6.3.-	1280pt3350_02296
4594	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02297	2410798	2410151	-	647		hypothetical protein		1280pt3350_02297
4596	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02298	2411197	2411805	+	608		Putative 3-methyladenine DNA glycosylase	3.2.2.-	1280pt3350_02298
4598	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02299	2412142	2413350	+	1208	gltS	Sodium/glutamate symporter		1280pt3350_02299
4600	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02300	2414447	2413398	-	1049	fni	Isopentenyl-diphosphate delta-isomerase	5.3.3.2	1280pt3350_02300
4602	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02301	2415425	2414478	-	947	zntB	Zinc transport protein ZntB		1280pt3350_02301
4604	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02302	2415522	2416013	+	491		hypothetical protein		1280pt3350_02302
4606	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02303	2416010	2416429	+	419		hypothetical protein		1280pt3350_02303
4608	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02304	2417457	2416537	-	920		hypothetical protein		1280pt3350_02304
4610	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02305	2417665	2418303	+	638		hypothetical protein		1280pt3350_02305
4612	1280pt3350	1280pt3350	1280pt3350_gnl|P21|1280pt3350_1	PROKKA	CDS	1280pt3350_02306	2420480	2418549	-	1931	mdtD	Putative multidrug resistance protein MdtD		1280pt3350_02306
